ticker,name,exchange,sector,industry,country,currency,source
KLKIM.IS,KALEKIM KIMYEVI MADDELER,BIST,,,TR,TRY,borsa_istanbul
KLMSN.IS,KLIMASAN KLIMA,BIST,,,TR,TRY,borsa_istanbul
KLRHO.IS,KILER HOLDING,BIST,,,TR,TRY,borsa_istanbul
KLSER.IS,KALESERAMIK,BIST,,,TR,TRY,borsa_istanbul
KLSYN.IS,KOLEKSIYON MOBILYA,BIST,,,TR,TRY,borsa_istanbul
KLYPV.IS,KALYON GUNES TEKNOLOJILERI,BIST,,,TR,TRY,borsa_istanbul
KMPUR.IS,KIMTEKS POLIURETAN,BIST,,,TR,TRY,borsa_istanbul
KNFRT.IS,KONFRUT TARIM,BIST,,,TR,TRY,borsa_istanbul
KOCMT.IS,KOC METALURJI,BIST,,,TR,TRY,borsa_istanbul
KONKA.IS,KONYA KAGIT,BIST,,,TR,TRY,borsa_istanbul
KONTR.IS,KONTROLMATIK TEKNOLOJI,BIST,,,TR,TRY,borsa_istanbul
KONYA.IS,KONYA CIMENTO,BIST,,,TR,TRY,borsa_istanbul
KOPOL.IS,KOZA POLYESTER,BIST,,,TR,TRY,borsa_istanbul
KORDS.IS,KORDSA TEKNIK TEKSTIL,BIST,,,TR,TRY,borsa_istanbul
KOTON.IS,KOTON MAGAZACILIK,BIST,,,TR,TRY,borsa_istanbul
KRDMD.IS,KARDEMIR (D),BIST,,,TR,TRY,borsa_istanbul
KRGYO.IS,KORFEZ GMYO,BIST,,,TR,TRY,borsa_istanbul
KRONT.IS,KRON TEKNOLOJI,BIST,,,TR,TRY,borsa_istanbul
KRPLS.IS,KOROPLAST TEMIZLIK AMBALAJ,BIST,,,TR,TRY,borsa_istanbul
KRSTL.IS,KRISTAL KOLA,BIST,,,TR,TRY,borsa_istanbul
KRTEK.IS,KARSU TEKSTIL,BIST,,,TR,TRY,borsa_istanbul
KRVGD.IS,KERVAN GIDA,BIST,,,TR,TRY,borsa_istanbul
KTLEV.IS,KATILIMEVIM TAS. FIN.,BIST,,,TR,TRY,borsa_istanbul
KTSKR.IS,KUTAHYA SEKER FABRIKASI,BIST,,,TR,TRY,borsa_istanbul
KUTPO.IS,KUTAHYA PORSELEN,BIST,,,TR,TRY,borsa_istanbul
KUYAS.IS,KUYAS YATIRIM,BIST,,,TR,TRY,borsa_istanbul
KZBGY.IS,KIZILBUK GYO,BIST,,,TR,TRY,borsa_istanbul
KZGYO.IS,KUZUGRUP GMYO,BIST,,,TR,TRY,borsa_istanbul
LIDER.IS,LDR TURIZM,BIST,,,TR,TRY,borsa_istanbul
LIDFA.IS,LIDER FAKTORING,BIST,,,TR,TRY,borsa_istanbul
LILAK.IS,LILA KAGIT,BIST,,,TR,TRY,borsa_istanbul
LINK.IS,LINK BILGISAYAR,BIST,,,TR,TRY,borsa_istanbul
LKMNH.IS,LOKMAN HEKIM SAGLIK,BIST,,,TR,TRY,borsa_istanbul
LMKDC.IS,LIMAK DOGU ANADOLU,BIST,,,TR,TRY,borsa_istanbul
LOGO.IS,LOGO YAZILIM,BIST,,,TR,TRY,borsa_istanbul
LRSHO.IS,LORAS HOLDING,BIST,,,TR,TRY,borsa_istanbul
LUKSK.IS,LUKS KADIFE,BIST,,,TR,TRY,borsa_istanbul
LYDHO.IS,LYDIA HOLDING,BIST,,,TR,TRY,borsa_istanbul
LYDYE.IS,LYDIA YESIL ENERJI,BIST,,,TR,TRY,borsa_istanbul
MAALT.IS,MARMARIS ALTINYUNUS,BIST,,,TR,TRY,borsa_istanbul
MACKO.IS,MACKOLIK INTERNET HIZMETLERI,BIST,,,TR,TRY,borsa_istanbul
MAGEN.IS,MARGUN ENERJI,BIST,,,TR,TRY,borsa_istanbul
MAKIM.IS,MAKIM MAKINE,BIST,,,TR,TRY,borsa_istanbul
MAKTK.IS,MAKINA TAKIM,BIST,,,TR,TRY,borsa_istanbul
MANAS.IS,MANAS ENERJI YONETIMI,BIST,,,TR,TRY,borsa_istanbul
MARBL.IS,TUREKS TURUNC MADENCILIK,BIST,,,TR,TRY,borsa_istanbul
MARKA.IS,MARKA YATIRIM HOLDING,BIST,,,TR,TRY,borsa_istanbul
MARMR.IS,MARMARA HOLDING,BIST,,,TR,TRY,borsa_istanbul
MARTI.IS,MARTI OTEL,BIST,,,TR,TRY,borsa_istanbul
MAVI.IS,MAVI GIYIM,BIST,,,TR,TRY,borsa_istanbul
MEDTR.IS,MEDITERA TIBBI MALZEME,BIST,,,TR,TRY,borsa_istanbul
