ticker,name,exchange,sector,industry,country,currency,source
IBKR,Interactive Brokers,USA,Financials,Investment Banking & Brokerage,USA,USD,wikipedia_sp500
IBM,IBM,USA,Information Technology,IT Consulting & Other Services,USA,USD,wikipedia_sp500
ICE,Intercontinental Exchange,USA,Financials,Financial Exchanges & Data,USA,USD,wikipedia_sp500
IDXX,Idexx Laboratories,USA,Health Care,Health Care Equipment,USA,USD,wikipedia_sp500
IEX,IDEX Corporation,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
IFF,International Flavors & Fragrances,USA,Materials,Specialty Chemicals,USA,USD,wikipedia_sp500
INCY,Incyte,USA,Health Care,Biotechnology,USA,USD,wikipedia_sp500
INTC,Intel,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
INTU,Intuit,USA,Information Technology,Application Software,USA,USD,wikipedia_sp500
INVH,Invitation Homes,USA,Real Estate,Single-Family Residential REITs,USA,USD,wikipedia_sp500
IP,International Paper,USA,Materials,Paper & Plastic Packaging Products & Materials,USA,USD,wikipedia_sp500
IQV,IQVIA,USA,Health Care,Life Sciences Tools & Services,USA,USD,wikipedia_sp500
IR,Ingersoll Rand,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
IRM,Iron Mountain,USA,Real Estate,Other Specialized REITs,USA,USD,wikipedia_sp500
ISRG,Intuitive Surgical,USA,Health Care,Health Care Equipment,USA,USD,wikipedia_sp500
IT,Gartner,USA,Information Technology,IT Consulting & Other Services,USA,USD,wikipedia_sp500
ITW,Illinois Tool Works,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
IVZ,Invesco,USA,Financials,Asset Management & Custody Banks,USA,USD,wikipedia_sp500
J,Jacobs Solutions,USA,Industrials,Construction & Engineering,USA,USD,wikipedia_sp500
JBHT,J.B. Hunt,USA,Industrials,Cargo Ground Transportation,USA,USD,wikipedia_sp500
JBL,Jabil,USA,Information Technology,Electronic Manufacturing Services,USA,USD,wikipedia_sp500
JCI,Johnson Controls,USA,Industrials,Building Products,USA,USD,wikipedia_sp500
JKHY,Jack Henry & Associates,USA,Financials,Transaction & Payment Processing Services,USA,USD,wikipedia_sp500
JNJ,Johnson & Johnson,USA,Health Care,Pharmaceuticals,USA,USD,wikipedia_sp500
JPM,JPMorgan Chase,USA,Financials,Diversified Banks,USA,USD,wikipedia_sp500
KDP,Keurig Dr Pepper,USA,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USA,USD,wikipedia_sp500
KEY,KeyCorp,USA,Financials,Regional Banks,USA,USD,wikipedia_sp500
KEYS,Keysight Technologies,USA,Information Technology,Electronic Equipment & Instruments,USA,USD,wikipedia_sp500
KHC,Kraft Heinz,USA,Consumer Staples,Packaged Foods & Meats,USA,USD,wikipedia_sp500
KIM,Kimco Realty,USA,Real Estate,Retail REITs,USA,USD,wikipedia_sp500
KKR,KKR & Co.,USA,Financials,Asset Management & Custody Banks,USA,USD,wikipedia_sp500
KLAC,KLA Corporation,USA,Information Technology,Semiconductor Materials & Equipment,USA,USD,wikipedia_sp500
KMB,Kimberly-Clark,USA,Consumer Staples,Household Products,USA,USD,wikipedia_sp500
KMI,Kinder Morgan,USA,Energy,Oil & Gas Storage & Transportation,USA,USD,wikipedia_sp500
KO,Coca-Cola Company (The),USA,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USA,USD,wikipedia_sp500
KR,Kroger,USA,Consumer Staples,Food Retail,USA,USD,wikipedia_sp500
KVUE,Kenvue,USA,Consumer Staples,Personal Care Products,USA,USD,wikipedia_sp500
L,Loews Corporation,USA,Financials,Multi-line Insurance,USA,USD,wikipedia_sp500
LDOS,Leidos,USA,Industrials,Diversified Support Services,USA,USD,wikipedia_sp500
LEN,Lennar,USA,Consumer Discretionary,Homebuilding,USA,USD,wikipedia_sp500
LH,Labcorp,USA,Health Care,Health Care Services,USA,USD,wikipedia_sp500
LHX,L3Harris,USA,Industrials,Aerospace & Defense,USA,USD,wikipedia_sp500
LII,Lennox International,USA,Industrials,Building Products,USA,USD,wikipedia_sp500
LIN,Linde plc,USA,Materials,Industrial Gases,USA,USD,wikipedia_sp500
LITE,Lumentum,USA,Information Technology,Communications Equipment,USA,USD,wikipedia_sp500
LLY,Lilly (Eli),USA,Health Care,Pharmaceuticals,USA,USD,wikipedia_sp500
LMT,Lockheed Martin,USA,Industrials,Aerospace & Defense,USA,USD,wikipedia_sp500
LNT,Alliant Energy,USA,Utilities,Electric Utilities,USA,USD,wikipedia_sp500
LOW,Lowe's,USA,Consumer Discretionary,Home Improvement Retail,USA,USD,wikipedia_sp500
LRCX,Lam Research,USA,Information Technology,Semiconductor Materials & Equipment,USA,USD,wikipedia_sp500
LULU,Lululemon Athletica,USA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USA,USD,wikipedia_sp500
LUV,Southwest Airlines,USA,Industrials,Passenger Airlines,USA,USD,wikipedia_sp500
LVS,Las Vegas Sands,USA,Consumer Discretionary,Casinos & Gaming,USA,USD,wikipedia_sp500
LYB,LyondellBasell,USA,Materials,Specialty Chemicals,USA,USD,wikipedia_sp500
LYV,Live Nation Entertainment,USA,Communication Services,Movies & Entertainment,USA,USD,wikipedia_sp500
MA,Mastercard,USA,Financials,Transaction & Payment Processing Services,USA,USD,wikipedia_sp500
MAA,Mid-America Apartment Communities,USA,Real Estate,Multi-Family Residential REITs,USA,USD,wikipedia_sp500
MAR,Marriott International,USA,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USA,USD,wikipedia_sp500
MAS,Masco,USA,Industrials,Building Products,USA,USD,wikipedia_sp500
MCD,McDonald's,USA,Consumer Discretionary,Restaurants,USA,USD,wikipedia_sp500
